day,device_fk_id,n_trip_on,start_lat,start_lon
18-02-2020,3839,14449,29.20186424,77.31777954
18-02-2020,4081,11447,18.4590435,74.6896286
18-02-2020,2162,10330,28.61718369,77.478508
23-03-2020,2963,12175,29.44436836,77.76902771
08-03-2020,5151,7377,29.52694893,78.38884735
08-03-2020,4125,433,28.69348526,78.53756714
17-03-2020,3263,13368,26.19338799,83.20187378
18-02-2020,4144,9397,28.00692558,77.98180389
27-02-2020,2225,5988,26.71952629,83.40860748
18-03-2020,2129,10611,27.85016251,81.108078
19-02-2020,5405,6922,27.37158966,81.7864151
19-02-2020,5407,7021,25.18133163,81.16549683
20-03-2020,5584,6189,28.93673134,77.73659515
20-03-2020,5472,5348,26.22224617,83.26219177
26-03-2020,2354,6393,26.75369453,82.38826752
30-03-2020,103,414,18.45281601,74.11200714
24-02-2020,2403,1058,26.39589119,81.92835999
21-02-2020,2097,15245,30.00356102,77.43801117
20-02-2020,4172,12720,28.62200546,78.77612305
05-03-2020,3975,13871,28.36445236,78.57325745
11-03-2020,4428,8514,29.8317585,77.77685547
27-02-2020,2431,16938,26.1931839,76.22470093
08-03-2020,4092,511,29.28059006,78.33901978
27-02-2020,2362,10339,26.84894943,83.71814728
22-03-2020,3342,789,26.60442352,82.27423859
28-03-2020,5088,971,28.10507011,80.27776337
12-03-2020,4961,2313,19.26503944,75.28678131
27-02-2020,2097,11060,30.00714874,77.42969513
20-02-2020,3836,10091,26.40078163,79.58241272
23-03-2020,4466,4203,27.54058456,81.20697784
23-03-2020,2431,18113,26.19309807,76.22460938
22-02-2020,2267,1215,27.28937531,79.9516449
08-03-2020,4802,6832,23.94843674,75.60054779
08-03-2020,4824,169,28.02582932,73.38187408
20-02-2020,3952,2069,29.27056503,78.50740051
30-03-2020,3789,6378,29.35608292,77.70881653
23-03-2020,3765,6335,27.79851532,77.44740295
03-03-2020,4848,319,23.52056503,76.42062378
22-02-2020,2415,3665,25.13391113,81.38848114
22-02-2020,5188,19253,25.63666534,85.04051208
27-02-2020,5455,5168,28.34438896,80.55776978
26-03-2020,3439,8616,29.52646065,78.38827515
19-02-2020,2905,198,17.12267113,74.36482239
22-02-2020,3676,5386,26.14549065,80.17021942
22-02-2020,2350,9589,29.8089962,77.63478851
08-03-2020,3611,2658,26.47674942,82.90873718
22-02-2020,5220,19011,25.63732147,85.04415894
25-02-2020,4927,119,31.47410965,76.25466919
27-02-2020,4171,2735,28.39083672,78.58158112
25-02-2020,3611,7642,26.47665977,82.90888977
22-02-2020,4407,8453,26.12430763,80.16518402
20-03-2020,3638,3019,29.09798622,77.26261902
19-02-2020,4048,496,27.82692528,78.21001434
01-03-2020,5369,1740,24.21045303,83.15836334
02-03-2020,5487,11178,27.63887978,80.49863434
15-03-2020,5082,6427,21.14705849,76.89730072
30-03-2020,3466,3944,28.83834648,77.53713226
27-02-2020,2345,1982,28.95069122,77.74689484
19-02-2020,3684,7135,27.78751183,78.83171844
06-03-2020,2749,3370,26.45812607,82.90265656
09-03-2020,3784,10611,27.92214775,77.42607117
27-02-2020,5364,6740,28.34771729,80.69190979
20-02-2020,3332,10171,28.61735916,77.47864532
20-03-2020,4198,14684,26.59754562,79.78672791
20-03-2020,3484,1089,29.52647781,78.3865509
25-02-2020,3149,2205,17.02635384,74.09745789
07-03-2020,1010,1164,12.31410694,76.29843903
15-03-2020,3983,2304,19.25927734,76.29781342
05-03-2020,1626,16456,17.11310196,74.61603546
02-03-2020,4267,235,18.2027874,76.03565979
08-03-2020,4177,2412,19.26893997,75.28419495
27-02-2020,3569,11559,24.95735741,81.95082855
14-03-2020,4081,9921,18.45917702,74.68959045
26-02-2020,2431,9464,26.19074249,76.22904968
10-03-2020,2335,2500,27.87972832,80.372612
05-03-2020,4110,2431,25.42276573,82.78590393
20-03-2020,4871,4039,27.21323967,78.87402344
06-03-2020,3952,299,29.27060509,78.50746155
13-03-2020,5491,13253,23.18139648,77.04345703
23-02-2020,5522,2005,24.21031952,83.20675659
10-03-2020,5414,4030,28.08486366,80.47116089
26-03-2020,1929,13034,18.45353508,74.10999298
08-03-2020,3471,16192,29.52235031,78.38379669
01-03-2020,3849,11435,27.24053192,79.12534332
02-03-2020,3929,15630,26.41808701,79.79005432
04-03-2020,1938,4850,26.73402977,81.46974945
23-03-2020,3730,1677,28.02832031,77.88350677
20-03-2020,3788,6374,27.77687645,77.63230896
18-02-2020,3250,131,28.93737793,77.52536011
08-03-2020,2371,2637,27.51150703,81.68742371
17-03-2020,4407,767,26.14569473,80.1700592
05-03-2020,4606,523,19.75143814,75.51316833
20-03-2020,2434,7269,26.4468174,81.87122345
23-02-2020,5472,1860,26.22245216,83.26220703
15-03-2020,4524,18608,17.14052963,74.68228912
20-03-2020,1221,10130,30.71687889,76.84354401
22-02-2020,3404,7764,28.3662796,78.57814026
22-02-2020,2553,2139,27.16174316,78.92829132
08-03-2020,3906,13323,29.65246201,78.21640778
22-03-2020,3839,7953,29.20263672,77.31630707
29-03-2020,4979,2005,28.15487862,80.35702515
22-02-2020,2960,10017,27.51134109,81.68703461
22-02-2020,2214,7253,25.82693291,80.16503906
02-03-2020,5461,9228,25.50366592,81.54685974
13-03-2020,4838,12856,16.93136597,74.28957367
26-03-2020,4895,1151,27.93218231,78.69535828
21-02-2020,3523,3113,27.1815834,78.94973755
26-02-2020,5145,3994,29.05944824,77.68486023
19-02-2020,3614,5478,26.42295265,80.31891632
24-02-2020,2129,1691,27.85042763,81.1081543
19-02-2020,3929,11504,26.41837883,79.78995514
18-02-2020,5134,4294,29.97762871,77.66477966
08-03-2020,5291,382,25.98987198,79.47006989
04-03-2020,3531,10278,28.72477531,77.82205963
25-02-2020,5053,638,21.17325783,75.55716705
25-02-2020,4558,14055,19.28099632,75.28751373
20-02-2020,5236,211,25.71433449,81.52043152
25-02-2020,3541,19289,26.45278358,80.33275604
01-03-2020,2318,929,25.18231201,81.96455383
25-02-2020,2386,1160,27.46759415,78.5351944
28-02-2020,3566,304,28.89118576,78.83995056
22-02-2020,4880,16543,18.73779106,73.91306305
22-02-2020,5247,5285,16.6162281,74.68309021
24-02-2020,5340,2861,26.82840157,81.75000763
13-03-2020,4976,8592,19.36351585,74.98583984
20-02-2020,3880,5772,25.96190262,79.1855545
26-03-2020,5342,1266,26.82188225,82.27735901
19-02-2020,1912,14301,19.28941727,76.75331879
25-02-2020,5449,1172,26.96048927,82.11800385
20-02-2020,4837,3420,26.92811203,80.79264069
22-02-2020,5093,19289,16.69812584,74.70033264
19-02-2020,5415,4696,25.4828701,81.62657166
22-02-2020,3284,3118,26.13211632,80.93412781
25-02-2020,2392,4117,26.69777489,83.70751953
21-03-2020,2305,115,28.33358574,79.37970734
19-02-2020,4172,13250,28.62237549,78.77620697
18-02-2020,2352,3719,27.59119034,78.64988708
08-03-2020,5135,17770,26.94824219,84.07656097
19-02-2020,3611,16199,26.47683907,82.90870667
25-02-2020,5118,182,18.45395088,74.7024765
19-02-2020,3531,11676,28.72474861,77.82144928
24-02-2020,2214,9584,25.82670975,80.16481781
08-03-2020,4047,1635,25.80521965,79.43582153
01-03-2020,4156,2968,26.85147667,80.43221283
12-03-2020,4047,11247,25.80458641,79.43367767
19-02-2020,3466,15832,28.83856583,77.53695679
19-02-2020,2302,2037,27.2546463,81.54821014
17-03-2020,4151,140,27.2981739,82.4797821
02-03-2020,5188,4272,25.69973183,85.19999695
20-03-2020,2469,12594,22.23635674,75.37433624
22-02-2020,2903,11837,28.79836845,77.53824615
15-03-2020,3529,7856,27.04578781,78.16683197
15-03-2020,3676,10882,26.14546776,80.16997528
03-03-2020,3952,9192,29.26950264,78.5089035
18-02-2020,3586,5374,28.95299149,79.92058563
22-02-2020,3519,12788,30.60079002,77.86088562
08-03-2020,3793,2650,27.21321678,79.10548401
08-03-2020,5415,16284,25.48295975,81.62667847
16-03-2020,3406,3687,26.4926033,80.24606323
30-03-2020,2257,6610,29.40496445,78.08653259
05-03-2020,3526,7022,28.69314003,78.09561157
11-03-2020,4700,18078,23.59674454,74.98790741
30-03-2020,4849,6829,16.91851234,74.255867
10-03-2020,3863,3612,27.10860634,79.10121155
19-02-2020,2740,12700,26.30480576,83.65836334
23-03-2020,3242,7598,26.04467392,85.12850189
19-02-2020,3961,21439,29.3933506,78.19714355
20-03-2020,4097,17003,19.24710655,75.28327942
23-03-2020,3839,4382,29.19405556,77.36408997
25-02-2020,5134,2494,29.9786377,77.66311646
20-02-2020,1919,1111,18.35425758,74.13788605
30-03-2020,3439,6294,29.52675056,78.38840485
15-03-2020,2162,1074,28.61718369,77.47825623
26-03-2020,3997,774,27.86544228,78.2488327
19-02-2020,5391,9554,27.97356033,80.31455231
08-03-2020,1001,5153,30.25481415,75.24030304
17-02-2020,2345,3561,28.95062256,77.74687195
23-02-2020,3448,11581,26.3106041,81.866539
19-02-2020,5335,5476,24.20189667,83.65748596
13-03-2020,1042,268,18.58662796,79.00699615
11-03-2020,2242,6178,25.78098106,82.69522858
20-03-2020,2015,2083,29.11407089,77.70485687
24-02-2020,5075,14542,16.96199417,74.21873474
19-02-2020,4947,1391,17.64120483,74.11766815
24-02-2020,4407,6697,26.05386543,80.16139984
15-03-2020,3701,8493,27.05801964,81.56073761
20-03-2020,4087,6024,26.07076073,82.86589813
29-03-2020,1010,3428,12.31476879,76.29870605
02-03-2020,1716,408,16.20345116,74.41572571
19-02-2020,2022,5120,26.87724113,82.35948944
19-02-2020,4125,4760,28.69347,78.53755188
12-03-2020,4959,4161,23.30742264,75.2157135
19-02-2020,5145,11283,29.05946541,77.68471527
10-03-2020,2392,2152,26.69760323,83.70717621
14-03-2020,3649,2757,28.83504677,78.33307648
04-03-2020,2431,19881,26.19310379,76.22399139
20-02-2020,4812,516,18.70738029,73.62490082
19-02-2020,3496,5935,28.72784424,77.9267807
01-03-2020,2338,1045,27.55231094,81.6488266
01-03-2020,5053,5190,21.17314911,75.55686951
24-02-2020,2314,1873,29.28912354,78.51660156
01-03-2020,4081,11702,18.459095,74.68966675
19-02-2020,2371,2161,27.51155281,81.68675232
19-02-2020,2903,2087,28.79836845,77.53840637
20-03-2020,3863,15115,27.10834503,79.10107422
30-03-2020,5444,6861,26.82738113,83.55122375
21-03-2020,2917,5348,29.86793137,77.9533844
28-02-2020,4262,11328,29.04955292,79.33735657
19-02-2020,2196,17360,27.18548203,80.04525757
19-02-2020,1923,10634,18.43784332,74.11332703
03-03-2020,2056,15660,26.17827988,83.21549225
20-02-2020,3521,9108,18.7376976,73.91306305
24-02-2020,4288,7065,19.80191231,75.13510132
12-03-2020,5395,6838,26.13550186,80.20225525
11-03-2020,3384,247,30.48344803,77.77550507
23-02-2020,4976,5926,19.31657219,74.99391174
18-02-2020,2399,3981,25.99116707,79.18716431
22-02-2020,1072,885,30.11742783,76.12550354
06-03-2020,3295,381,27.801054,77.66036987
06-03-2020,2182,3943,26.93449211,81.99947357
11-03-2020,2022,2672,26.87741661,82.35948944
06-03-2020,2405,3982,29.14991379,78.18588257
22-02-2020,3773,148,27.41416359,81.22045898
08-03-2020,5488,626,28.78928566,77.39328766
04-03-2020,3799,12166,27.82302666,77.63215637
29-03-2020,2569,9264,20.27705193,73.95491791
23-02-2020,5313,12104,17.68909836,75.84529114
23-02-2020,5380,10625,24.59646416,72.93185425
06-03-2020,4077,1211,26.3563633,79.80976105
06-03-2020,5297,10599,16.91303062,74.22956848
22-02-2020,1001,3593,30.25475311,75.24048615
28-02-2020,1718,292,19.65628433,75.07689667
27-02-2020,3828,13973,27.26488495,79.24125671
06-03-2020,3836,5377,26.40093994,79.58222961
28-03-2020,5335,3631,24.19885635,83.64998627
22-02-2020,4961,13267,19.26702118,75.28640747
24-02-2020,5449,2888,26.96038437,82.11767578
24-02-2020,3062,6526,29.12594414,77.69594574
02-02-2020,1113,928,11.8093996,76.7915802
24-02-2020,4466,9741,27.54058838,81.20666504
10-03-2020,4097,2440,19.26976776,75.28608704
25-02-2020,3788,1088,27.77558136,77.6318512
08-03-2020,4660,14749,23.31489182,77.32284546
08-03-2020,2146,1730,29.19495773,77.8093338
24-02-2020,3826,3020,27.74274063,77.36756897
27-02-2020,1018,4102,18.43804932,74.11327362
23-02-2020,5145,5433,29.059412,77.68489075
10-03-2020,1009,10654,16.81671143,74.49738312
22-02-2020,2271,11388,26.85667229,83.79927063
22-02-2020,4976,11729,19.31657982,74.993927
17-02-2020,3902,173,24.95056152,81.94441986
10-03-2020,4700,21191,23.59643936,74.98783875
25-02-2020,3932,8239,25.39136505,81.88850403
07-03-2020,3443,8625,29.52693748,78.38887787
19-02-2020,4428,3486,29.74699211,77.85321808
01-03-2020,4937,17661,20.34071732,79.0206604
20-02-2020,3828,19106,27.2645874,79.24132538
20-02-2020,3469,13600,28.80920029,77.80614471
22-02-2020,4849,7574,0,0
10-03-2020,1039,2595,18.84202003,79.18606567
06-03-2020,2199,6449,29.9623127,77.65736389
25-02-2020,3538,2699,28.9559288,77.7536087
19-02-2020,2163,13302,25.5192337,83.59542847
25-02-2020,5529,758,27.61527824,81.3503418
22-02-2020,202,2391,19.14287949,73.00611877
22-02-2020,3390,19485,29.98210907,77.95106506
17-03-2020,3443,4508,29.5273037,78.3891449
19-02-2020,5320,5763,28.92028046,79.8483963
19-02-2020,3258,2803,26.00218964,81.51026917
28-03-2020,4170,8852,28.09894943,77.73838806
13-03-2020,2413,1119,29.64062119,78.39665985
08-03-2020,3390,11927,29.98207283,77.95100403
10-03-2020,1020,16482,18.34398651,79.28081512
23-02-2020,3422,9136,28.74057961,77.75996399
19-02-2020,1021,14617,16.90593529,74.56236267
04-03-2020,5411,3218,28.16219521,80.46398163
25-02-2020,4564,9769,20.5424118,78.73170471
04-03-2020,2569,7498,20.27701569,73.95497131
18-03-2020,2549,156,21.03288078,75.47844696
26-02-2020,2225,7062,26.71957588,83.40864563
17-03-2020,4496,2202,25.56667137,83.59516907
23-02-2020,3839,15594,29.19040489,77.14817047
27-03-2020,5364,6222,28.34768867,80.69259644
12-03-2020,3929,12200,26.41797256,79.7900238
18-02-2020,5053,6091,21.17323875,75.55711365
25-02-2020,4496,7601,25.51926231,83.60903168
18-03-2020,1008,9290,18.2084465,73.92292786
24-02-2020,4881,2622,18.77522659,74.66618347
24-02-2020,1938,2284,26.73418808,81.4696579
29-02-2020,5461,10891,25.50357246,81.54699707
19-02-2020,4881,11514,18.77524948,74.66620636
20-03-2020,2075,9009,26.17922401,83.01407623
15-03-2020,4162,5911,27.97755623,80.44545746
23-02-2020,2441,14213,28.11599159,80.19065857
02-03-2020,3757,13210,26.42276955,80.31905365
15-03-2020,3888,5070,28.4167366,78.32527161
24-03-2020,1550,158,20.24246025,76.20891571
22-02-2020,3906,17273,29.65209198,78.21656799
08-03-2020,1939,6359,18.52793503,74.03595734
11-03-2020,5335,3409,24.20908165,83.65309143
24-02-2020,4558,15535,19.28084373,75.28743744
15-03-2020,1939,11347,18.53070641,74.03213501
20-03-2020,5080,7227,19.41273689,75.30632782
20-02-2020,1924,3629,18.45453072,74.12895203
22-02-2020,3397,10655,25.83030128,80.98500061
06-03-2020,1221,839,30.84527206,76.67044067
23-02-2020,4208,8023,26.41405106,79.79221344
20-02-2020,4540,8939,20.73856735,75.80745697
10-03-2020,3760,5952,27.10780525,79.10089874
13-03-2020,4125,2691,28.69348526,78.53793335
29-02-2020,5437,223,26.26142502,83.11241913
19-02-2020,2301,7785,26.45463943,83.68297577
28-02-2020,3366,1746,29.04654121,77.70487213
20-02-2020,3961,12561,29.39325333,78.1966629
20-02-2020,3384,2653,30.48347092,77.77545929
14-03-2020,2048,10969,28.93883514,77.8235321
21-02-2020,5340,2234,26.82813644,81.74997711
02-03-2020,5516,10491,25.56035995,83.65348053
19-03-2020,5283,4862,26.14685822,80.17649078
22-03-2020,5398,3214,24.97493553,81.95143127
24-02-2020,3875,8622,26.0025959,81.51013947
18-02-2020,3519,8788,30.7276783,77.94153595
27-03-2020,2253,9803,26.24622345,83.07462311
08-03-2020,2383,150,26.72976494,83.6862793
17-03-2020,3827,2090,25.94074249,81.9777832
24-02-2020,1210,15003,12.09729195,76.55787659
12-03-2020,1797,5969,12.04027748,76.39730072
13-03-2020,2415,3949,25.13345909,81.38891602
20-02-2020,2214,5487,25.82678986,80.16481018
22-02-2020,5147,2717,25.54174805,81.53504181
24-03-2020,4162,3789,27.97721291,80.44538879
24-02-2020,3937,351,30.45329094,77.79434204
18-03-2020,3062,5730,29.12581444,77.69618988
25-02-2020,2305,807,28.33343506,79.37965393
23-02-2020,3861,190,27.71877098,77.31680298
04-03-2020,3393,9073,28.72504807,77.82172394
24-02-2020,4398,13571,20.87808418,75.70309448
20-02-2020,5409,12231,25.35659599,81.28244781
20-02-2020,2056,4158,26.17777061,83.21515656
17-03-2020,3464,6633,28.68310165,77.49265289
06-03-2020,4524,14180,17.14052582,74.68238831
20-02-2020,2957,912,26.30668068,80.31466675
15-03-2020,5227,1925,28.9282589,79.94570923
15-03-2020,3901,7304,25.90790176,79.28617859
19-03-2020,3845,4830,27.07385635,81.28263855
25-02-2020,1626,9488,17.13677979,74.59352875
20-02-2020,2326,9558,28.33248711,79.49707794
06-03-2020,5202,14835,25.58777237,83.58180237
20-02-2020,4881,9681,18.77511597,74.66567993
20-02-2020,3569,16881,24.9531498,81.9283371
19-02-2020,5364,10076,28.34753799,80.69258881
25-02-2020,5133,147,20.24389648,75.13314819
28-03-2020,5037,2160,23.49188614,74.96533203
20-02-2020,3337,10470,26.47661209,82.90906525
08-03-2020,5411,6072,28.16215897,80.46393585
04-03-2020,2219,1931,27.94905663,80.33235168
19-02-2020,2364,614,27.43312645,79.79244995
14-03-2020,4116,16627,16.91413307,74.23166656
24-02-2020,3765,6992,27.79864883,77.44741821
10-03-2020,2948,19354,26.06337929,83.06256866
29-03-2020,4430,21307,29.29411125,78.04732513
17-02-2020,5053,2988,21.17312813,75.55686188
25-03-2020,4087,2276,26.07138252,82.86614227
28-02-2020,2415,9989,25.13391495,81.38853455
22-02-2020,3159,4641,28.2219677,81.1501236
20-02-2020,5398,16287,24.97469902,81.95152283
17-03-2020,1010,3548,12.32310009,76.29768372
18-02-2020,3384,1668,30.48348045,77.77563477
20-02-2020,2129,9185,27.85045242,81.10801697
24-02-2020,3888,5992,28.41689873,78.32544708
08-03-2020,3738,5905,27.53646278,77.41257477
20-02-2020,1939,10406,18.53095818,74.03226471
20-02-2020,2405,655,29.15008926,78.18462372
12-03-2020,3377,130,29.98077774,78.01087952
20-02-2020,3676,14177,26.14552879,80.17008972
07-03-2020,3519,148,30.72799873,77.9415741
07-03-2020,1127,16792,16.95445824,74.44334412
19-02-2020,1551,10190,17.00437546,75.07456207
19-02-2020,3508,311,30.17126465,78.10790253
20-02-2020,4711,3953,19.10725975,72.88243103
15-03-2020,5193,294,27.41813087,81.30836487
24-02-2020,2075,1570,26.17924309,83.01393127
23-03-2020,2400,4355,24.20699501,83.20315552
25-02-2020,5295,199,19.27075768,75.28227997
27-02-2020,3538,5083,28.95609474,77.75362396
14-03-2020,5088,14031,28.10490227,80.27754211
19-02-2020,2910,6251,29.0099659,77.62552643
24-02-2020,3836,6260,26.40075684,79.58235931
27-02-2020,1931,8614,18.37363052,74.19454193
04-03-2020,2022,4791,26.87737656,82.35934448
28-03-2020,3735,292,27.24716377,79.1989212
28-03-2020,3406,114,26.49607658,80.24698639
20-02-2020,2351,419,26.82261467,83.70805359
12-03-2020,4561,6790,21.37657547,81.13090515
06-03-2020,3441,687,30.37877274,77.86154938
08-03-2020,5121,3206,28.30783272,80.18563843
23-02-2020,3970,13974,27.8555088,78.09351349
20-02-2020,1008,6241,18.20836639,73.92263794
20-02-2020,1947,3579,18.44837379,74.11275482
22-02-2020,4125,1956,28.6936245,78.53804779
28-02-2020,3487,4309,29.47216797,77.75383759
20-02-2020,2917,3375,29.86817551,77.95349121
20-02-2020,3855,3032,29.12796593,77.48774719
13-03-2020,3523,2901,27.18146515,78.94972992
20-02-2020,3586,2132,29.0227623,79.93622589
17-02-2020,2364,319,27.43318748,79.79304504
20-02-2020,3735,5822,27.24739265,79.19859314
29-02-2020,2163,8393,25.51912117,83.59521484
23-02-2020,5236,263,25.7144413,81.52074432
01-03-2020,3586,5041,28.95111465,79.91557312
20-02-2020,5133,5573,19.81603622,75.24849701
20-02-2020,2267,5730,27.28376961,79.9621582
23-02-2020,2314,15180,29.2887001,78.51668549
05-03-2020,4865,2362,19.2883606,74.12852478
23-02-2020,1169,15137,17.95748711,74.16345978
24-02-2020,1720,11794,18.45917702,74.68952179
26-02-2020,3996,9495,27.86281395,78.21019745
23-02-2020,4172,4725,28.9240799,78.87034607
08-03-2020,3149,11258,17.02571487,74.09567261
18-02-2020,2251,5048,28.78118896,79.50576782
19-02-2020,3593,5900,25.20172882,82.07291412
17-02-2020,5107,5650,29.37591934,77.18167114
20-03-2020,5341,5506,28.73376846,77.47286224
25-02-2020,4756,14349,19.44272041,75.53547668
13-03-2020,3322,2163,26.27430916,80.59947205
02-03-2020,5037,7519,23.49186516,74.96508026
29-02-2020,5296,2107,29.19702148,78.97736359
19-02-2020,5404,2610,24.22651291,83.20317078
04-03-2020,5341,1480,28.68315887,77.49245453
02-03-2020,2513,19810,26.18744278,76.19161224
15-03-2020,3760,22349,27.10777092,79.10075378
23-02-2020,3332,9600,28.61728096,77.47873688
03-03-2020,3685,4211,27.90543556,78.02552795
20-03-2020,2251,13339,27.35338593,78.14065552
19-03-2020,5476,297,30.47051239,76.48392487
02-03-2020,4545,10857,17.08581734,74.23000336
08-03-2020,2267,5353,27.28380203,79.96240234
20-03-2020,3453,7740,26.59649658,82.0623703
13-03-2020,3805,789,29.20225906,77.32775116
20-02-2020,2359,8543,27.69852638,81.53771973
27-03-2020,3700,1689,28.55338097,80.38886261
02-03-2020,3806,1776,29.13579941,77.22989655
19-02-2020,1939,3946,18.53061867,74.03208923
18-02-2020,3624,7239,29.12485313,77.21804047
22-02-2020,3828,18993,27.26433945,79.24143982
02-03-2020,4047,999,25.80521202,79.4358139
08-03-2020,3845,10498,27.07384872,81.28266144
02-03-2020,5471,5895,18.45998573,74.42131805
23-03-2020,5336,931,25.49759483,81.64633942
02-03-2020,3433,21391,29.52625656,78.38819885
04-03-2020,4938,14229,27.74880028,78.50212097
20-03-2020,3398,101,30.17141533,78.10850525
20-02-2020,3464,6247,28.6829834,77.49263
19-02-2020,4880,10136,18.73770714,73.91312408
19-02-2020,3828,17952,27.26454353,79.24119568
19-02-2020,3062,7318,29.16413498,77.74732971
07-03-2020,1929,4321,18.45366096,74.10960388
22-03-2020,4120,1472,29.38442802,78.14716339
20-02-2020,5313,6274,17.68897629,75.84525299
27-02-2020,2359,5780,27.69855118,81.53793335
02-03-2020,4351,11648,25.56039619,83.65353394
29-02-2020,5238,8067,16.7624588,74.14048767
02-03-2020,2402,10070,28.54971504,79.21463013
05-03-2020,3701,7987,27.05828476,81.55992126
08-03-2020,1039,1147,18.84204865,79.18593597
02-03-2020,5202,3241,25.58802986,83.5814743
21-03-2020,2022,7188,26.87732315,82.35930634
23-02-2020,5415,6028,25.49766922,81.64655304
23-02-2020,4947,9119,17.6408329,74.11763
08-03-2020,2569,13721,20.27716255,73.95468903
20-03-2020,5478,24785,23.15866661,76.81374359
04-03-2020,2403,8094,26.39596367,81.92847443
02-03-2020,4189,15602,18.35268211,76.45307922
02-03-2020,2251,12574,27.3252449,78.01889801
23-02-2020,3747,1694,28.86242676,77.4848938
19-02-2020,102,839,19.10623169,72.84947968
01-03-2020,4564,14455,20.54200554,78.73136902
29-02-2020,3793,9794,27.21323204,79.1055069
05-03-2020,3531,8502,28.72483253,77.82191467
02-03-2020,3701,20346,27.11918068,81.54551697
08-03-2020,1186,910,30.84266281,76.66234589
13-03-2020,2448,15551,18.11365318,75.197052
19-03-2020,4848,2224,23.66741943,76.42942047
02-03-2020,1546,579,16.52152824,73.99252319
22-03-2020,3523,185,27.18165207,78.94972992
16-03-2020,3745,12528,28.72332001,77.46821594
24-02-2020,3496,8688,28.72790527,77.92684937
19-03-2020,5147,9727,25.54177666,81.53542328
14-03-2020,3155,5812,18.20778275,74.50660706
12-03-2020,5026,192,19.1065464,72.88196564
11-03-2020,4965,6210,19.27852249,75.30249786
19-03-2020,3149,6414,17.0262413,74.09740448
19-02-2020,3875,7128,26.00249863,81.51018524
21-03-2020,4077,9575,26.35647774,79.80955505
04-03-2020,3996,7393,27.86292267,78.21012878
04-03-2020,3782,5788,28.20697784,81.11623383
08-03-2020,1623,13401,12.24189091,76.54212189
19-03-2020,4540,877,20.73859406,75.80764771
23-02-2020,2056,17079,26.17814445,83.21557617
20-02-2020,5378,7173,25.99071503,79.18782806
19-02-2020,4156,3686,26.85145187,80.4302597
14-03-2020,4660,2768,22.92894745,78.23610687
19-03-2020,2415,6946,25.13358116,81.38887024
22-03-2020,3611,2452,26.4769783,82.90866089
11-03-2020,2239,1534,28.71455956,77.77809906
27-03-2020,5489,6559,27.85006905,81.07980347
07-03-2020,5051,4656,19.26567268,75.28601837
04-03-2020,5027,3662,19.27618027,75.29243469
19-02-2020,5141,9632,25.68764305,80.87696075
11-03-2020,5238,5386,16.72005272,74.17128754
11-03-2020,1929,7447,18.45316887,74.11014557
20-03-2020,2513,655,26.18748856,76.19156647
19-02-2020,3888,6766,28.41648674,78.3253479
11-03-2020,5112,654,28.83796883,77.73792267
19-03-2020,5312,17556,28.20682335,80.30825043
04-03-2020,3538,5788,28.95614052,77.75333405
24-02-2020,3638,11239,29.09832764,77.26289368
11-03-2020,2015,193,29.11389923,77.70445251
06-03-2020,2017,1942,26.28417969,83.03857422
19-03-2020,4267,104,18.12354851,76.08703613
11-03-2020,3611,17491,26.47678185,82.90862274
11-03-2020,3880,2077,25.96185684,79.18439484
22-03-2020,3778,493,27.77549553,77.3914566
04-03-2020,1131,11117,12.1249752,77.02853394
16-03-2020,3906,15338,29.67737961,78.27219391
17-03-2020,3793,3156,27.2130661,79.10568237
14-03-2020,4441,16297,22.35059357,82.6782074
21-03-2020,4663,14937,19.29699135,75.28410339
19-02-2020,3356,1903,25.79677773,81.03591919
05-03-2020,4425,112,28.07968712,80.46709442
05-03-2020,4123,11142,27.8702755,78.08141327
16-03-2020,5400,5821,28.08740997,80.12289429
29-02-2020,5236,119,25.71432686,81.52050781
22-03-2020,4957,10289,19.1422348,74.58181763
20-02-2020,2229,14261,25.34567451,82.29371643
20-02-2020,4071,10574,26.37051964,79.71807098
30-03-2020,1939,7988,18.53056717,74.03207397
19-03-2020,5370,1256,26.06797218,83.06331635
19-03-2020,3832,2430,26.62324142,80.7359314
20-03-2020,3344,3746,28.84854317,79.90575409
21-02-2020,3397,1238,25.76166916,80.88628387
29-03-2020,4428,11024,29.87675858,77.74716187
11-03-2020,4160,8765,18.34443092,76.50961304
11-03-2020,1938,1762,26.73419952,81.46981049
17-02-2020,3875,3949,26.00238419,81.51017761
19-02-2020,1028,871,12.52534389,76.02989197
05-03-2020,3935,5965,26.10638428,82.82683563
05-03-2020,2433,5860,29.00730705,77.62184906
24-02-2020,4077,5165,26.35671425,79.81008911
25-02-2020,3806,16568,29.12520027,77.22561646
05-03-2020,5268,1583,26.37564659,80.30799866
07-03-2020,3630,3043,25.49814415,81.86819458
11-03-2020,3939,6927,29.12364578,78.12654877
04-03-2020,3380,2772,29.64481926,78.00842285
18-03-2020,3685,12645,27.90539551,78.02541351
29-02-2020,4660,394,31.50695038,74.95581055
02-03-2020,2271,18822,26.51123428,84.37620544
22-03-2020,1923,11619,18.43806839,74.11330414
21-02-2020,4414,2105,25.614645,81.48287201
11-03-2020,4081,6681,18.4594593,74.69011688
23-03-2020,2782,535,29.9242878,78.09631348
14-03-2020,1939,8212,18.53063774,74.0321579
27-02-2020,2749,582,26.45826912,82.90263367
